FBgn0004862	FBgn0020379	3R	stumps_hbr_early:N,stumps_hbr_DME:N,stumps_hbr_Tracheal:N
FBgn0004862	FBgn0027572	2R	no_CRM
FBgn0004862	FBgn0265017	2L	aop_C-lacZ:N,aop_E-lacZ:N,aop_D-lacZ:N
FBgn0004862	FBgn0000459	X	no_CRM
FBgn0004862	FBgn0037728	3R	no_CRM
FBgn0004862	FBgn0082582	3R	no_CRM
FBgn0004862	FBgn0263563	X	no_CRM
FBgn0004862	FBgn0038476	3R	no_CRM
FBgn0004862	FBgn0039042	3R	Ser_IV-3.0:N,Ser_II-4.0:N,Ser_II-1.3:N,Ser_I-7.5:N,Ser_minimal_wing_enhancer:N,Ser_II-9.5:N,Ser_V-1.9:N,Ser_II-4.2:N,Ser_I-2.2:N
FBgn0004862	FBgn0026160	3L	no_CRM
FBgn0004862	FBgn0052027	3L	no_CRM
FBgn0004862	FBgn0000216	3L	Brd_0.19:N,Brd_A:N,Brd_1.5:N
FBgn0004862	FBgn0267306	3L	no_CRM
FBgn0004862	FBgn0050235	2R	no_CRM
FBgn0004862	FBgn0016660	2L	no_CRM
FBgn0004862	FBgn0266679	3L	no_CRM
FBgn0004862	FBgn0045501	2L	no_CRM
FBgn0004862	FBgn0010575	2R	no_CRM
FBgn0004862	FBgn0029798	X	no_CRM
FBgn0004862	FBgn0267972	2L	no_CRM
FBgn0004862	FBgn0262473	3R	no_CRM
FBgn0004862	FBgn0265540	2R	no_CRM
FBgn0004862	FBgn0000044	2R	no_CRM
FBgn0004862	FBgn0267865	3R	no_CRM
FBgn0004862	FBgn0043364	2L	no_CRM
FBgn0004862	FBgn0010038	3R	no_CRM
FBgn0004862	FBgn0267557	3L	no_CRM
FBgn0004862	FBgn0004364	2R	no_CRM
FBgn0004862	FBgn0002633	3R	no_CRM
FBgn0004862	FBgn0052182	3L	no_CRM
FBgn0004862	FBgn0034073	2R	bl_bl/Mir7_O-E:N
FBgn0004862	FBgn0267580	3L	no_CRM
FBgn0004862	FBgn0034821	2R	no_CRM
FBgn0004862	FBgn0010313	3R	no_CRM
FBgn0004862	FBgn0265999	2L	no_CRM
FBgn0004862	FBgn0023526	X	no_CRM
FBgn0004862	FBgn0040089	X	no_CRM
FBgn0004862	FBgn0026144	X	no_CRM
FBgn0004862	FBgn0065048	2R	no_CRM
FBgn0004862	FBgn0004860	X	no_CRM
FBgn0004862	FBgn0267257	2L	no_CRM
FBgn0004862	FBgn0265799	2L	no_CRM
FBgn0004862	FBgn0265916	X	no_CRM
FBgn0004862	FBgn0021767	X	oc_otd-186:N,oc_otd_EHE:N,oc_+7_construct:N,oc_otd_eye_enhancer:N,oc_head hox_pro:N,oc_otd_early_enhancer:N
FBgn0004862	FBgn0037923	3R	no_CRM
FBgn0004862	FBgn0050234	2R	no_CRM
FBgn0004862	FBgn0032683	2L	no_CRM
FBgn0004862	FBgn0004862	3R	no_CRM
FBgn0004862	FBgn0024189	2R	no_CRM
FBgn0004862	FBgn0031630	2L	no_CRM
FBgn0004862	FBgn0050326	2R	ken_peak_+1.2:N
FBgn0004862	FBgn0031573	2L	slp2_-3_construct:N,slp1_5-4:N,slp1_slp_B:N,slp1_5-3:N,slp1_slp_A:N,slp1_5-2:N
FBgn0004862	FBgn0267264	2L	no_CRM
FBgn0004862	FBgn0052713	X	oc_otd-186:N,oc_otd_EHE:N,oc_+7_construct:N,oc_otd_eye_enhancer:N,oc_head hox_pro:N,oc_otd_early_enhancer:N
FBgn0004862	FBgn0031375	2L	no_CRM
FBgn0004862	FBgn0260972	2R	no_CRM
FBgn0004862	FBgn0011981	X	no_CRM
FBgn0004862	FBgn0002732	3R	no_CRM
FBgn0004862	FBgn0020280	3R	no_CRM
FBgn0004862	FBgn0265985	2R	no_CRM
FBgn0004862	FBgn0032914	2L	no_CRM
FBgn0004862	FBgn0033122	2R	no_CRM
FBgn0004862	FBgn0038034	3R	no_CRM
FBgn0004862	FBgn0022361	4	no_CRM
FBgn0004862	FBgn0034086	2R	no_CRM
FBgn0004862	FBgn0034081	2R	no_CRM
FBgn0004862	FBgn0051211	3R	no_CRM
FBgn0004862	FBgn0005771	2L	noc_peak_-1.7:N
FBgn0004862	FBgn0030900	X	no_CRM
FBgn0004862	FBgn0263486	3L	no_CRM
FBgn0004862	FBgn0267662	3L	no_CRM
FBgn0004862	FBgn0264885	2L	bowl_O-E:N
FBgn0004862	FBgn0034318	2R	no_CRM
FBgn0004862	FBgn0004656	X	no_CRM
FBgn0004862	FBgn0002631	3R	CecA1_prom:N
FBgn0004862	FBgn0031078	X	no_CRM
FBgn0004862	FBgn0037120	3L	no_CRM
FBgn0004862	FBgn0265427	2R	no_CRM
FBgn0004862	FBgn0050220	2R	no_CRM
FBgn0004862	FBgn0267311	3L	no_CRM
FBgn0004862	FBgn0020257	2R	no_CRM
FBgn0004862	FBgn0028981	2R	ken_peak_+1.2:N
FBgn0004862	FBgn0033458	2R	no_CRM
FBgn0004862	FBgn0027343	X	no_CRM
FBgn0004862	FBgn0086658	2R	no_CRM
FBgn0004862	FBgn0267655	2R	no_CRM
FBgn0004862	FBgn0038202	3R	no_CRM
FBgn0004862	FBgn0046888	2L	no_CRM
FBgn0004862	FBgn0085314	3R	no_CRM
FBgn0004862	FBgn0004373	3L	no_CRM
FBgn0004862	FBgn0082585	2R	sli_4.8_BV:N,sli_1.5_BH:N,sli_380_dNc:N,sli_1.2_NM:N,sli_1.8_NV:N,sli_1.0_HV:N,sli_0.9_NC:N,sli_6.7_BR:N,sli_2.2_BR:N,sli_840_Vd:N,sli_2.6_RV:N
FBgn0004862	FBgn0003448	2L	no_CRM
FBgn0004862	FBgn0021818	2R	no_CRM
FBgn0004862	FBgn0004390	3L	no_CRM
FBgn0004862	FBgn0038008	3R	no_CRM
FBgn0004862	FBgn0003285	X	no_CRM
FBgn0004862	FBgn0037921	3R	no_CRM
FBgn0004862	FBgn0002734	3R	no_CRM
FBgn0004862	FBgn0016675	2L	no_CRM
FBgn0004862	FBgn0004590	3L	no_CRM
FBgn0004862	FBgn0025631	X	no_CRM
FBgn0004862	FBgn0037115	3L	no_CRM
FBgn0004862	FBgn0065047	2R	no_CRM
FBgn0004862	FBgn0005612	2R	no_CRM
FBgn0004862	FBgn0266238	3R	no_CRM
FBgn0004862	FBgn0035626	3L	no_CRM
FBgn0004862	FBgn0035714	3L	no_CRM
FBgn0004862	FBgn0027949	2L	no_CRM
FBgn0004862	FBgn0265317	3R	no_CRM
FBgn0004862	FBgn0001942	2L	Vm26Aa_ICE:N,Vm26Aa_regulatory_region:N,Vm26Aa__del-DCE1:N
FBgn0004862	FBgn0038296	3R	no_CRM
FBgn0004862	FBgn0266786	3L	no_CRM
FBgn0004862	FBgn0050225	2R	ken_peak_+1.2:N
FBgn0004862	FBgn0265937	2R	no_CRM
FBgn0004862	FBgn0035144	3L	no_CRM
FBgn0038391	FBgn0040228	2L	no_CRM
FBgn0038391	FBgn0010803	3R	no_CRM
FBgn0038391	FBgn0265965	X	elav_construct_L:N,elav_construct_J:N
FBgn0038391	FBgn0261522	X	no_CRM
FBgn0038391	FBgn0010194	X	no_CRM
FBgn0038391	FBgn0030207	X	no_CRM
FBgn0038391	FBgn0260644	3L	no_CRM
FBgn0038391	FBgn0036824	3L	no_CRM
FBgn0038391	FBgn0015527	X	no_CRM
FBgn0038391	FBgn0052438	3L	no_CRM
FBgn0038391	FBgn0026598	3R	no_CRM
FBgn0038391	FBgn0032679	2L	no_CRM
FBgn0038391	FBgn0003391	2R	no_CRM
FBgn0038391	FBgn0263773	2L	no_CRM
FBgn0038391	FBgn0037537	3R	no_CRM
FBgn0038391	FBgn0034060	2R	no_CRM
FBgn0038391	FBgn0025457	3R	no_CRM
FBgn0038391	FBgn0265890	3L	no_CRM
FBgn0038391	FBgn0033313	2R	no_CRM
FBgn0038391	FBgn0015288	X	no_CRM
FBgn0038391	FBgn0037351	3R	no_CRM
FBgn0038391	FBgn0050200	2R	no_CRM
FBgn0038391	FBgn0040297	2L	no_CRM
FBgn0038391	FBgn0010408	3L	no_CRM
FBgn0038391	FBgn0036640	3L	no_CRM
FBgn0038391	FBgn0011909	2R	no_CRM
FBgn0038391	FBgn0033673	2R	no_CRM
FBgn0038391	FBgn0030519	X	no_CRM
FBgn0038391	FBgn0010313	3R	no_CRM
FBgn0038391	FBgn0031021	X	no_CRM
FBgn0038391	FBgn0086384	X	no_CRM
FBgn0038391	FBgn0029979	X	no_CRM
FBgn0038391	FBgn0038690	3R	no_CRM
FBgn0038391	FBgn0037378	3R	no_CRM
FBgn0038391	FBgn0065071	X	no_CRM
FBgn0038391	FBgn0259789	X	no_CRM
FBgn0038391	FBgn0003598	3R	no_CRM
FBgn0038391	FBgn0031630	2L	no_CRM
FBgn0038391	FBgn0040890	X	dome_dome-MESO:N
FBgn0038391	FBgn0029762	X	no_CRM
FBgn0038391	FBgn0039637	3R	no_CRM
FBgn0038391	FBgn0028693	3L	no_CRM
FBgn0038391	FBgn0052982	2L	no_CRM
FBgn0038391	FBgn0038747	3R	no_CRM
FBgn0038391	FBgn0037918	3R	no_CRM
FBgn0038391	FBgn0037766	3R	no_CRM
FBgn0038391	FBgn0038691	3R	no_CRM
FBgn0038391	FBgn0003575	X	no_CRM
FBgn0038391	FBgn0000479	X	no_CRM
FBgn0038391	FBgn0038296	3R	no_CRM
FBgn0038391	FBgn0003255	2L	no_CRM
FBgn0038391	FBgn0265935	2R	no_CRM
FBgn0038391	FBgn0032915	2L	no_CRM
FBgn0038391	FBgn0035146	3L	no_CRM
FBgn0038391	FBgn0034013	2R	Obp56g_prom:N,Obp56h_prom:N
FBgn0038391	FBgn0015621	2L	no_CRM
FBgn0038391	FBgn0260960	3L	PGRP-SB1_prom:N
FBgn0038391	FBgn0040778	2R	no_CRM
FBgn0038391	FBgn0262180	3R	no_CRM
FBgn0038391	FBgn0025864	X	no_CRM
FBgn0038391	FBgn0004390	3L	no_CRM
FBgn0038391	FBgn0037719	3R	no_CRM
FBgn0038391	FBgn0040339	X	no_CRM
FBgn0038391	FBgn0030931	X	no_CRM
FBgn0038391	FBgn0015222	3R	no_CRM
FBgn0038391	FBgn0015799	X	no_CRM
FBgn0038391	FBgn0030035	X	no_CRM
FBgn0038391	FBgn0036141	3L	no_CRM
FBgn0038391	FBgn0026086	X	no_CRM
FBgn0038391	FBgn0261284	X	no_CRM
FBgn0038391	FBgn0031284	2L	no_CRM
FBgn0038391	FBgn0038490	3R	no_CRM
FBgn0038391	FBgn0052580	X	no_CRM
FBgn0038391	FBgn0034264	2R	no_CRM
FBgn0038391	FBgn0031420	2L	no_CRM
FBgn0038391	FBgn0039667	3R	no_CRM
FBgn0038391	FBgn0030343	X	no_CRM
FBgn0038391	FBgn0037822	3R	no_CRM
FBgn0038391	FBgn0005596	3R	no_CRM
FBgn0038391	FBgn0065035	X	no_CRM
FBgn0038391	FBgn0020930	2R	no_CRM
FBgn0038391	FBgn0040670	3R	no_CRM
FBgn0038391	FBgn0034245	2R	no_CRM
FBgn0038391	FBgn0030208	X	no_CRM
FBgn0038391	FBgn0004055	2R	no_CRM
FBgn0038391	FBgn0267991	2L	no_CRM
FBgn0038391	FBgn0023023	3R	no_CRM
FBgn0038391	FBgn0050106	2R	no_CRM
FBgn0038391	FBgn0038745	3R	no_CRM
FBgn0038391	FBgn0035120	3L	no_CRM
FBgn0038391	FBgn0020385	3R	no_CRM
FBgn0038391	FBgn0264562	X	no_CRM
FBgn0038391	FBgn0033060	2R	no_CRM
FBgn0038391	FBgn0037999	3R	no_CRM
FBgn0038391	FBgn0266669	3L	no_CRM
FBgn0038391	FBgn0032455	2L	no_CRM
FBgn0038391	FBgn0010225	3R	no_CRM
FBgn0038391	FBgn0266668	3R	no_CRM
FBgn0038391	FBgn0036935	3L	no_CRM
FBgn0038391	FBgn0035877	3L	no_CRM
FBgn0038391	FBgn0051125	3R	no_CRM
FBgn0038391	FBgn0036058	3L	Nc_dronc_0.52kb:Y
FBgn0038391	FBgn0030520	X	no_CRM
FBgn0038391	FBgn0065100	2L	no_CRM
FBgn0038391	FBgn0052816	X	no_CRM
FBgn0038391	FBgn0003656	X	no_CRM
FBgn0038391	FBgn0034796	2R	no_CRM
FBgn0038391	FBgn0040687	3R	no_CRM
FBgn0038391	FBgn0261872	3L	no_CRM
FBgn0038391	FBgn0051118	3R	no_CRM
FBgn0038391	FBgn0038593	3R	no_CRM
FBgn0038391	FBgn0030982	X	no_CRM
FBgn0038391	FBgn0261963	2L	no_CRM
FBgn0038391	FBgn0033224	2R	no_CRM
FBgn0038391	FBgn0036686	3L	no_CRM
FBgn0038391	FBgn0264470	3L	no_CRM
FBgn0038391	FBgn0038115	3R	no_CRM
FBgn0038391	FBgn0030687	X	no_CRM
FBgn0038391	FBgn0050199	2R	no_CRM
FBgn0038391	FBgn0031818	2L	no_CRM
FBgn0038391	FBgn0038808	3R	tld_promoterfusion:N
FBgn0038391	FBgn0036556	3L	no_CRM
FBgn0038391	FBgn0032421	2L	no_CRM
FBgn0038391	FBgn0013997	3L	no_CRM
FBgn0038391	FBgn0001138	3R	no_CRM
FBgn0038391	FBgn0267470	3L	no_CRM
FBgn0038391	FBgn0051357	3R	no_CRM
FBgn0038391	FBgn0034072	2R	bl_bl/Mir7_O-E:N
FBgn0038391	FBgn0035675	3L	no_CRM
FBgn0038391	FBgn0004052	3L	Eip71CD_188:N,CrebA_CrebA-770:N,Eip71CD_3'Eip:N,Eip71CD_657:N,CrebA_CrebA-1100:N
FBgn0038391	FBgn0266312	2L	drl_drlW:Y,drl_drlZ:Y,drl_drlU:Y,drl_drlT:Y,drl_drlR:Y
FBgn0038391	FBgn0034766	2R	no_CRM
FBgn0038391	FBgn0050496	2R	no_CRM
FBgn0038391	FBgn0000022	X	no_CRM
FBgn0038391	FBgn0265531	X	no_CRM
FBgn0038391	FBgn0040344	X	no_CRM
FBgn0038391	FBgn0263414	3R	no_CRM
FBgn0038391	FBgn0263933	2L	no_CRM
FBgn0038391	FBgn0004404	X	no_CRM
FBgn0038391	FBgn0003513	3R	no_CRM
FBgn0038391	FBgn0033481	2R	no_CRM
FBgn0038391	FBgn0029885	X	no_CRM
FBgn0038391	FBgn0043457	3R	no_CRM
FBgn0038391	FBgn0041588	3R	no_CRM
FBgn0038391	FBgn0021872	2R	no_CRM
FBgn0038391	FBgn0054001	3L	no_CRM
FBgn0038391	FBgn0082923	3R	no_CRM
FBgn0038391	FBgn0032216	2L	no_CRM
FBgn0038391	FBgn0015316	2L	no_CRM
FBgn0038391	FBgn0085371	3L	no_CRM
FBgn0038391	FBgn0020307	2R	no_CRM
FBgn0038391	FBgn0283658	2L	no_CRM
FBgn0038391	FBgn0004860	X	no_CRM
FBgn0038391	FBgn0015774	X	no_CRM
FBgn0038391	FBgn0262547	2R	no_CRM
FBgn0038391	FBgn0085257	2R	no_CRM
FBgn0038391	FBgn0027532	3L	no_CRM
FBgn0038391	FBgn0000108	X	no_CRM
FBgn0038391	FBgn0016675	2L	no_CRM
FBgn0038391	FBgn0014023	3R	no_CRM
FBgn0038391	FBgn0038194	3R	no_CRM
FBgn0038391	FBgn0034009	2R	Obp56h_prom:N
FBgn0038391	FBgn0038046	3R	no_CRM
FBgn0038391	FBgn0033479	2R	no_CRM
FBgn0038391	FBgn0029859	X	no_CRM
FBgn0038391	FBgn0019947	3L	no_CRM
FBgn0038391	FBgn0031820	2L	no_CRM
FBgn0038391	FBgn0024238	X	no_CRM
FBgn0038391	FBgn0054033	2R	no_CRM
FBgn0038391	FBgn0051717	2L	no_CRM
FBgn0038391	FBgn0085345	3R	no_CRM
FBgn0038391	FBgn0034425	2R	no_CRM
FBgn0038391	FBgn0025637	X	no_CRM
FBgn0038391	FBgn0065057	X	no_CRM
FBgn0038391	FBgn0266808	2R	no_CRM
FBgn0038391	FBgn0011656	2R	no_CRM
FBgn0038391	FBgn0034976	2R	no_CRM
FBgn0038391	FBgn0039557	3R	no_CRM
FBgn0038391	FBgn0005779	2L	no_CRM
FBgn0038391	FBgn0003479	3R	no_CRM
FBgn0038391	FBgn0039501	3R	no_CRM
FBgn0038391	FBgn0267587	2R	ken_peak_+1.2:N
FBgn0038391	FBgn0032476	2L	no_CRM
FBgn0038391	FBgn0003279	3R	no_CRM
FBgn0038391	FBgn0040347	X	no_CRM
FBgn0038391	FBgn0261615	X	ct_wingmargin_Guss:N,ct_wing_margin_enhancer:N
FBgn0038391	FBgn0267624	3L	no_CRM
FBgn0038391	FBgn0283561	2L	no_CRM
FBgn0038391	FBgn0039666	3R	no_CRM
FBgn0038391	FBgn0264786	X	no_CRM
FBgn0038391	FBgn0031285	2L	no_CRM
FBgn0038391	FBgn0267631	3L	no_CRM
FBgn0038391	FBgn0051626	2L	no_CRM
FBgn0038391	FBgn0037254	3R	Dhod_ds1-del975:N
FBgn0038391	FBgn0014949	3R	Tl_6.5RL/LR:Y,Tl_1.7RS:Y,Tl_600Rd:Y,Tl_Tl305:Y,Tl_950Rd:Y
FBgn0038391	FBgn0030699	X	no_CRM
FBgn0038391	FBgn0086129	2R	no_CRM
FBgn0038391	FBgn0261548	X	no_CRM
FBgn0038391	FBgn0013435	2R	no_CRM
FBgn0038391	FBgn0260635	3L	no_CRM
FBgn0038391	FBgn0014189	2L	no_CRM
FBgn0038391	FBgn0040467	X	lz_LMEE:N
FBgn0038391	FBgn0050091	2R	no_CRM
FBgn0038391	FBgn0015298	3L	no_CRM
FBgn0038391	FBgn0031488	2L	no_CRM
FBgn0038391	FBgn0030504	X	no_CRM
FBgn0038391	FBgn0040837	3L	no_CRM
FBgn0038391	FBgn0034322	2R	no_CRM
FBgn0038391	FBgn0082989	3R	no_CRM
FBgn0038391	FBgn0029157	3R	no_CRM
FBgn0038391	FBgn0039056	3R	no_CRM
FBgn0038391	FBgn0028429	3L	no_CRM
FBgn0038391	FBgn0037679	3R	no_CRM
FBgn0038391	FBgn0029006	2R	no_CRM
FBgn0038391	FBgn0086021	2R	no_CRM
FBgn0038391	FBgn0038974	3R	no_CRM
FBgn0038391	FBgn0053532	2L	no_CRM
FBgn0038391	FBgn0051506	3R	no_CRM
FBgn0038391	FBgn0030277	X	no_CRM
FBgn0038391	FBgn0033312	2R	no_CRM
FBgn0038391	FBgn0037011	3L	no_CRM
FBgn0038391	FBgn0010768	3R	no_CRM
FBgn0038391	FBgn0010316	2R	no_CRM
FBgn0038391	FBgn0086075	3L	no_CRM
FBgn0038391	FBgn0045035	3R	no_CRM
FBgn0038391	FBgn0250814	3L	no_CRM
FBgn0038391	FBgn0283508	2R	no_CRM
FBgn0038391	FBgn0035517	3L	no_CRM
FBgn0038391	FBgn0023479	3L	no_CRM
FBgn0038391	FBgn0002932	3R	no_CRM
FBgn0038391	FBgn0036892	3L	no_CRM
FBgn0038391	FBgn0037307	3R	no_CRM
FBgn0038391	FBgn0038312	3R	no_CRM
FBgn0038391	FBgn0032728	2L	no_CRM
FBgn0038391	FBgn0037200	3L	no_CRM
FBgn0038391	FBgn0030744	X	no_CRM
FBgn0038391	FBgn0052791	X	no_CRM
FBgn0038391	FBgn0037342	3R	no_CRM
FBgn0038391	FBgn0030178	X	no_CRM
FBgn0038391	FBgn0037716	3R	no_CRM
FBgn0038391	FBgn0035416	3L	no_CRM
FBgn0038391	FBgn0050065	2R	no_CRM
FBgn0038391	FBgn0263873	2L	no_CRM
FBgn0038391	FBgn0261244	X	no_CRM
FBgn0038391	FBgn0005616	2L	no_CRM
FBgn0038391	FBgn0031229	2L	no_CRM
FBgn0038391	FBgn0263968	X	no_CRM
FBgn0038391	FBgn0265927	3L	no_CRM
FBgn0038391	FBgn0039904	4	no_CRM
FBgn0038391	FBgn0032585	2L	dac_3EE-194:N,dac_5EE:N
FBgn0038391	FBgn0051635	2L	no_CRM
FBgn0038391	FBgn0034950	2R	no_CRM
FBgn0038391	FBgn0031883	2L	no_CRM
FBgn0038391	FBgn0031418	2L	no_CRM
FBgn0038391	FBgn0260867	X	Obp19b_prom:Y,Obp19c_prom:Y,Obp19a_prom:Y
FBgn0038391	FBgn0266965	3L	no_CRM
FBgn0038391	FBgn0261593	X	no_CRM
FBgn0038391	FBgn0036248	3L	no_CRM
FBgn0038391	FBgn0082598	3L	no_CRM
FBgn0038391	FBgn0260002	3R	no_CRM
FBgn0038391	FBgn0030521	X	no_CRM
FBgn0038391	FBgn0020909	X	no_CRM
FBgn0038391	FBgn0029999	X	no_CRM
FBgn0038391	FBgn0000352	2R	no_CRM
FBgn0038391	FBgn0033122	2R	no_CRM
FBgn0038391	FBgn0050286	2R	no_CRM
FBgn0038391	FBgn0031992	2L	no_CRM
FBgn0038391	FBgn0035273	3L	no_CRM
FBgn0038391	FBgn0266627	2R	no_CRM
FBgn0038391	FBgn0033521	2R	no_CRM
FBgn0038391	FBgn0029718	X	no_CRM
FBgn0038391	FBgn0030659	X	no_CRM
FBgn0038391	FBgn0050471	2R	no_CRM
FBgn0038391	FBgn0011589	2R	no_CRM
FBgn0038391	FBgn0030090	X	no_CRM
FBgn0038391	FBgn0033272	2R	no_CRM
FBgn0038391	FBgn0030685	X	no_CRM
FBgn0038391	FBgn0039591	3R	no_CRM
FBgn0038391	FBgn0039254	3R	no_CRM
FBgn0038391	FBgn0266803	2R	AttA_prom:N
FBgn0038391	FBgn0035415	3L	no_CRM
FBgn0038391	FBgn0020391	2R	no_CRM
FBgn0038391	FBgn0011655	3R	no_CRM
FBgn0038391	FBgn0034748	2R	no_CRM
FBgn0038391	FBgn0037020	3L	no_CRM
FBgn0038391	FBgn0265203	3R	no_CRM
FBgn0038391	FBgn0037603	3R	no_CRM
FBgn0038391	FBgn0263396	3R	no_CRM
FBgn0038391	FBgn0030963	X	no_CRM
FBgn0038391	FBgn0033672	2R	no_CRM
FBgn0038391	FBgn0023517	X	no_CRM
FBgn0038391	FBgn0034797	2R	no_CRM
FBgn0038391	FBgn0086443	2L	no_CRM
FBgn0038391	FBgn0036522	3L	no_CRM
FBgn0038391	FBgn0266411	3R	no_CRM
FBgn0038391	FBgn0083983	2R	Obp57e_prom:N,Obp57d_prom:N
FBgn0038391	FBgn0031456	2L	no_CRM
FBgn0038391	FBgn0267036	X	no_CRM
FBgn0038391	FBgn0261238	3R	no_CRM
FBgn0038391	FBgn0036059	3L	no_CRM
FBgn0038391	FBgn0259785	3L	no_CRM
FBgn0038391	FBgn0260243	3R	no_CRM
FBgn0038391	FBgn0086658	2R	no_CRM
FBgn0038391	FBgn0265925	3L	no_CRM
FBgn0038391	FBgn0266841	2L	no_CRM
FBgn0038391	FBgn0035726	3L	no_CRM
FBgn0038391	FBgn0013799	3L	no_CRM
FBgn0038391	FBgn0050295	2R	no_CRM
FBgn0038391	FBgn0029702	X	bi_pomb33:Y
FBgn0038391	FBgn0037102	3L	no_CRM
FBgn0038391	FBgn0032408	2L	no_CRM
FBgn0038391	FBgn0052176	3L	no_CRM
FBgn0038391	FBgn0037019	3L	no_CRM
FBgn0038391	FBgn0039215	3R	wdn_pqp-DK:N,wdn_pqp-HN:N
FBgn0038391	FBgn0085484	3L	no_CRM
FBgn0038391	FBgn0261698	2R	no_CRM
FBgn0038391	FBgn0034046	2R	no_CRM
FBgn0038391	FBgn0033454	2R	no_CRM
FBgn0038391	FBgn0004368	X	ovo_lacZdel-ap-del-6:N
FBgn0038391	FBgn0037920	3R	no_CRM
FBgn0038391	FBgn0032230	2L	no_CRM
FBgn0038391	FBgn0010105	3L	no_CRM
FBgn0038391	FBgn0027568	2L	no_CRM
FBgn0038391	FBgn0267566	3R	no_CRM
FBgn0038391	FBgn0037220	3R	no_CRM
FBgn0038391	FBgn0016794	3L	no_CRM
FBgn0038391	FBgn0262114	2R	no_CRM
FBgn0038391	FBgn0004449	3L	no_CRM
FBgn0038391	FBgn0086666	X	no_CRM
FBgn0038391	FBgn0036249	3L	no_CRM
FBgn0038391	FBgn0265926	3L	no_CRM
FBgn0038391	FBgn0010452	3L	no_CRM
FBgn0038391	FBgn0082988	3R	no_CRM
FBgn0038391	FBgn0000591	3R	CecA1_prom:N
FBgn0038391	FBgn0037715	3R	no_CRM
FBgn0038391	FBgn0030323	X	CG1967_p24-1prom:N
FBgn0038391	FBgn0025612	X	no_CRM
FBgn0038391	FBgn0035638	3L	vn_neurogenic_ectoderm:N
FBgn0038391	FBgn0261602	3L	no_CRM
