FBgn0004107	Cdk2,Cyclin-dependent kinase 2,cyclin-dependent kinase 2,Cyclin E,cdc2c,Cdk2,CDK2,Dmcdc2c,CG10498,CDC2c,cdk2,Dcdc2c,S(Sev-CycE)3A,dCdk2,Cdc2c,DmCdk2,DmCdc2c,CDK2/CDC2c,cdc2c,CDC2C,
FBgn0034083	lbk,lambik,kekkon-like,Lbk,CG8434,
FBgn0264508	CR43907,
FBgn0027592	MED15,Mediator complex subunit 15,mediator15,CG4184,BcDNA:GH03922,Med15,Arc105,dARC105,med15,Med9/ARC105,
FBgn0002899	mus301,mutagen-sensitive 301,spindle C,spindle-C,spindel,cg7972,CG7972,mus(3)301,spn-C,Mus301,spnC,anon-WO0118547.354,SpnC,
FBgn0086671	snoRNA:Psi28S-2876,snoRNA:Psi28S-2876,snoRNA:825,Dm-825,snoRNA:Psi28S-2876,Psi28S-2876(SnoR825),snoR825,snoRNA:825,psi28S-2876,CR33646,Psi28S-2876,
FBgn0003933	snRNA:U5:14B,small nuclear RNA U5 at 14B,small nuclear RNA U5,U5 small nuclear RNA,U5,U5 snRNA,14B U5,snRNA3,snRNA:U5,U5 snRNA 14B,U5-14B,U5snRNA14B,U5snRNA,snRNA4,U5var:14B,K2,dU5,CR32914,U5:14B,snRNA[[3]],
FBgn0004003	wbl,windbeutel,Windbeutel,Wind,CG7225,Wbl,Windb,wbt,wind,
FBgn0032006	Pvr,PDGF- and VEGF-receptor related,PDGF- and VEGF- receptor related,PVF receptor,stasis,PDGF- and VEGF Receptor related,Vascular endothelial growth factor receptor,PDGF/VEGF receptor,PDGF- and VEGF-related receptor,Vascular endothelial growth factor receptor-1 like,platelet-derived growth factor/vascular endothelial growth factor receptor,PDGF- and VEGF-Receptor Related,VEGF receptor,PVR,VEGFR-A,CT24332,stai,Vgr1,Vegfr-c,Vegf,CG8222,pvr,VEGFR,VGR1,8222,DmVEGFR,Vegfr,Vegfr-b,vgr1,
FBgn0053310	CG33310,,,BG:DS00929.6,CG15274,
FBgn0030769	CG13012,
FBgn0034683	CG13500,
FBgn0030331	CG15221,
FBgn0035770	pst,pastrel,,CG8588,Dm-65,pastrel,
FBgn0050259	CG30259,,,CG13522,CG13523,
FBgn0263998	Ack-like,Activated Cdc42 kinase-like,Fak-like tyrosine kinase,tyrosine kinase,CG3969,Rp2,PR2,DmHD-11,PR2/ACK,CG43741,CG33007,dACK,DPR2,DRODPR2,HD-11,
FBgn0029157	ssh,slingshot,MAP-kinase-phosphatase,Slingshot,MKP-like,Ssh,CG6238,MKP,Mkph,SSH,l(3)01207,
FBgn0033185	CG1603,
FBgn0261817	CG42759,
FBgn0243513	cnir,cornichon related,CG17262,Cni-related,CG17262,Cnir,
FBgn0261682	CG42729,,,CG17014,CG33984,CG7973,
FBgn0040341	CG11664,,,SP193,EG:BACR7A4.3,
FBgn0264703	CR43972,
FBgn0039886	CG2003,
FBgn0042102	CG18745,
FBgn0264291	Det,Deterin,Survivin,scapolo,deterin,dSurvivin,CG12265,det,CG12265,scpo,svn,
FBgn0010109	dpn,deadpan,anon-fast-evolving-1B12,Deadpan,bHLHe50,Dpn,44C,DPN,anon-EST:fe1B12,CG8704,
FBgn0011879	tRNA:Ala-TGC-2-1,transfer RNA:Alanine-TGC 2-1,transfer RNA:CR30233,chr2R.trna29-AlaTGC,tRNA-Ala-TGC-2-1,tRNA:A:TGC:AE002787-b,AE002787.trna46-AlaTGC,tRNA:CR30233,GCA,CR30233,
FBgn0024238	Fim,Fimbrin,Plastin,fimbrin,CG8649,FIM,fim,
FBgn0029963	CG10920,
FBgn0047205	CR32385,,,BcDNA:LD18889,LD18889,anon-WO0118547.23,
FBgn0032934	CG8679,,,dLEM3,
FBgn0052473	CG32473,,,CG8775,CG11688,GM08240p,
FBgn0036842	CG3797,
FBgn0052204	CG32204,
FBgn0010401	Os-C,Os-C,,Os-c,CG3250,OS-C,
FBgn0045073	Stim,Stromal interaction molecule,stromal interaction molecule,Drosophila Stromal interaction molecule,stromal interaction molecule 1,dstim,D-Stim,stim1,dSTIM,STIM,dStim,D-STIM,C-Stim,STIM1,CG9126,
FBgn0002775	msl-3,male-specific lethal 3,male sex lethal-3,male specifc lethal,male sex lethal 3,male specific lethal 3,gene 2,MSL3,DmMsl-3,mle3,CG8631,MSL,mls3,MSL-3,mle(3)132,Msl3,msl,Msl 1-3,msl3,MSL3_DROME,
FBgn0035978	UGP,UGP,uridine diphosphate-glucose pyrophosphorylase,UDP-glucose pyrophosphorylase,UTP-G-1-P uridyiyltransferase,UGPase,CG4347,UDPGPP,
FBgn0034247	CG6484,
FBgn0036677	CG13023,
FBgn0030946	CG6659,
FBgn0025583	IM2,Immune induced molecule 2,Immune molecule 2,Immune-induced peptide 2 precursor,immune induced peptide 2,immune induced molecule 2,Immune-induced molecule 2,DIM-2,CG18106,anon-WO0140519.2,Im2,DIM 2,DIM2,BcDNA:RH08291,
FBgn0021944	Coprox,Coproporphyrinogen oxidase,Corpoporphyrinogen III oxidase,CG3433,l(2)k10617,l(2)k11018,BcDNA:GM14838,
FBgn0026431	Grip75,Grip75,DGrip75,d75p,Dgrip75,Dgrip75s,75p,CG6176,Dgrip75/d75p,DGrip75,
FBgn0002577	m,miniature,Miniature,min,CG9369,M,Min,
FBgn0263976	CR43728,
FBgn0036157	CG7560,,,gh18008,BEST:GH18008,
FBgn0262448	mir-279,mir-279 stem loop,miR-279,mir-279,lethal (3) S096207,miR-279,279,0962/07,MiR-279,CR43015,dme-mir-279,miR279,Mir-279,CR33590,l(3)S096207,mir-279a,dme-miR-279,dme-miR-279-3p,miR,
FBgn0028342	ATPsyndelta,ATP synthase, delta subunit,ATP synthase Delta chain,lethal (1) G0230,F0/F1 ATP synthase Delta,ATP synthase delta chain,CG2968,l(1)G0230,l (1) G0230,ATP5D,anon-WO03040301.109,ATPD,anon-WO03040301.110,
FBgn0033924	CG8613,
FBgn0033209	CG12107,
FBgn0035462	IntS10,Integrator 10,,Int10,CG1120,
FBgn0036745	CG7484,,,BcDNA:SD16138,Prise 8,Sep15,
FBgn0038953	CG18596,
FBgn0041233	Gr59e,Gustatory receptor 59e,gustatory receptor 59e,Gustatory receptor 59E.2,59E2,GR59e,CG15872,Gr59E2,59E.2,CG33151,GR59E.2,Gr59E,
FBgn0267532	CR45872,
FBgn0037606	CG8032,
FBgn0003373	Sgs3,Salivary gland secretion 3,Mucin 68Cb,group IV,salivary gland glue protein 3,Gene IV,sgs-3,DMSGS378,68C GII,Glue,Sgs,Muc68Cb,sgs3,Sgs-3,SGS378,CG11720,SGS-3,
FBgn0010296	ng4,new glue 4,,ng-4,ng,CG10789,EG:96G10.2,
FBgn0263260	sel,seele,Seele,Sle,CG12918,
FBgn0041096	rols,rolling pebbles,antisocial,Rolling pebbles,rolling pebbles 7,Antisocial,Ants,anon-WO0257455.19,CG17155,Rol/Ants,l(3)08232,CG12277,Rols6,ants,ants/rols,Rols7,l(3)j2A6,rols\ants,ANTS,CG5679,CG32096,l(3)68Fd,Rols,
FBgn0037818	CG6465,
FBgn0036984	CG13248,,,CAT-4,
FBgn0263831	Gen,XPG-like endonuclease,mutagen-sensitive 324,mus324,DmGEN,BcDNA:GM10765,CG10670,
FBgn0040907	mRpL33,mitochondrial ribosomal protein L33,,BcDNA:GH15938,L33,CG3712,
FBgn0032922	CG9249,
FBgn0036993	CG5910,,,CK02563,
FBgn0031485	CG9643,
FBgn0265724	CR44531,,,incRNA.419,lincRNA.419,
FBgn0266810	CR45272,
FBgn0053511	CG33511,,,CG14398,
FBgn0086023	snoRNA:Me28S-A2589a,,,Me28S-Am2589a,Me28S-A2589a,CR34652,
FBgn0030752	CG9947,
FBgn0030096	Zpr1,Zpr1,Zinc finger Protein 1,CG9060,
FBgn0052072	Elo68alpha,Elongase 68alpha,CG32072,CG6261,CG32072,elo68alpha,
FBgn0036449	bmm,brummer,CG5295,Brummer,brummer lipase,adipocyte triglyceride lipase,ATGL,CG5295,Bmm,Atgl,BMM,
FBgn0267314	CR45750,
FBgn0037758	CG9467,
FBgn0014010	Rab5,Rab5,Rab-protein 5,Drab5,Rab,BAA88244,l(2)k08232,drab5,DmRab5,AAF51265,RAB5,Rab-5,CG3664,DRab5,RAB5a,Dm Rab5,dRab5,rab5,
FBgn0034542	Fem-1,Fem-1,CG9025,CG9025,dFEM-1,
FBgn0037063	CG9391,,,142335_at,IMP,
FBgn0035546	CG11345,
FBgn0052643	CG32643,,,NEST:bs08h10,
FBgn0265682	CR44489,,,lincRNA.183,
FBgn0031675	CG9121,
FBgn0026575	hang,hangover,,BcDNA:LD22118,CG4416,CG32575,CG4411,LD22118,BcDNA:GM07804,HANG,
FBgn0020386	Pdk1,Phosphoinositide-dependent kinase 1,protein kinase 61C,Phosphoinositide dependent kinase 1,pk61c,Protein kinase 61C,phosphoinositide-dependent kinase 1,serine/threonine protein kinase,Pk61C|PDK1,Pk61c/PDK1,Pdk1,Dstpk61,1210,PDK-1,CG1201,Pk61C/PDK1,Pk61C,dSTPK61,PDK,CG1210,pdk1,PDK1,dPDK-1,pk61c,DSTPK61,dPDK1,dPDK,PK61C,PDK1/Pk61C,
FBgn0034816	CG3085,,,anon-WO0140519.123,
FBgn0011642	Zyx,Zyxin,Zyx102EF,zyxin,Zyxin,CG32018,ZYX102,zyx,Zyx102,Zyx,Zyx102EF,BcDNA:LD06023,zyxin,DmLIM-1,DLim-1,Lim102EF,Zyxin,lim,zyx102,
FBgn0025724	beta'COP,Coat Protein (coatomer) beta',beta'-coatomer protein,COPI beta' subunit,CG6699,beta'COP,dbeta'COP,beta'Cop,beta'-COP,COPIbeta',
FBgn0011986	tRNA:Ser-AGA-2-5,transfer RNA:Serine-AGA 2-5,transfer RNA:ser7,transfer RNA:ser,transfer RNA:ser7:64D,tRNA[Ser][[7]],tRNA:S:AGA:AE002602,tRNA:ser7,tRNA:ser7:56D,777-5,tRNA:S7:56D,tRNA[Ser],AE002602.trna13-SerAGA,tRNA:S,chr3L.trna19-SerAGA,tRNA-Ser-AGA-2-5,tRNA[[Ser]],UCU,tRNA[[7]][Ser],tRNA:S7,tRNA:S7:64D,CR32419,tRNA:ser,
FBgn0266035	CR44800,,,lincRNA.71,
FBgn0004391	shtd,shattered,Shattered,Shtd,SHTD,Apc1,CG9198,APC1,
FBgn0039566	CG4849,,,eftud2,EFTUD2,Snu114,eEF2,
FBgn0038341	AdamTS-A,ADAM metallopeptidase with thrombospondin type 1 motif A,,CG6107,CT19033,CG14869,AdamTS-A,
FBgn0086660	snoRNA:Psi28S-1837a,snoRNA:Psi28S-1837a,snoRNA:14,Psi 28S-1837a(SnoR14),CR33652,snoRNA:11,Dm-14,snoRNA:14,Psi28S-1837a,psi28S-1837a,snoR14,
FBgn0036488	CG6878,,,Romo1,
FBgn0050229	tRNA:Leu-AAG-1-4,transfer RNA:Leucine-AAG 1-4,CR30229,transfer RNA:CR30229,AE002787.trna49-LeuAAG,CR30229,tRNA:L:AAG:AE002787-d,chr2R.trna32-LeuAAG,tRNA-Leu-AAG-1-4,tRNA:CR30229,CUU,
FBgn0266030	CR44795,
FBgn0030603	CG5541,,,5541,
FBgn0036761	MED19,Mediator complex subunit 19,,CG5546,Med19,
FBgn0033989	CG7639,
FBgn0039691	IntS11,Integrator 11,,Int11,CG1972,dRC-68,
FBgn0031542	CG15414,
FBgn0050372	Asap,ArfGAP with SH3 domain, ankyrin repeat and PH domain,ArfGAP with SH3 domain, ankyrin repeat and PH domain 1,CG14758,CG30372,dAsap,Asap1,ASAP,CG2226,
FBgn0083970	CG34134,,,CG8475,
FBgn0005695	gcl,germ cell-less,germ-cell-less,germ cell less,GCL,Gcl,CG8411,gcl-1,
FBgn0037843	CG4511,
FBgn0265097	CR44202,,,CG44202,
FBgn0038474	mRpS11,mitochondrial ribosomal protein S11,,BcDNA:RH70248,CG5184,GH1,MRP-S11,
FBgn0000247	ca,claret,Rab32 GEF,Claret,CG7799,CG18133,bw-p,CG18134,bw[G],CG31037,
FBgn0028475	Hrd3,HMG-coA reductase degradation 3,,BcDNA:LD23587,Hrd3,HRD3,CG10221,
FBgn0261985	Ptpmeg,Protein tyrosine phosphatase Meg,Meg,Ptpmeg,split central complex,MEG1,Meg,PTP-meg,ptpmeg,scc,anon-WO0118547.211,ptmpeg,dPtpmeg,PTPMEG,CG1228,dMEG1,dptpmeg,
FBgn0016126	CaMKI,Calcium/calmodulin-dependent protein kinase I,calmodulin-dependent kinase,CamKI,CG1495,camKI,CaMK1,caMKI,Calcium/calmodulin-dependent protein kinase,dCKI,
FBgn0037105	S1P,S1P,subtilisin kexin isozyme-1/site-1 protease,dS1P,SKI-1/S1P,CG7169,
FBgn0005671	Vha55,Vacuolar H[+]-ATPase 55kD subunit,Vacuolar H+-ATPase 55kD B subunit,V1 B subunit,Vacuolar H+ATPase subunit B,vacuolar ATPase B subunit,vacuolar ATP synthase subunit B,vacuolar H[+]-ATPase,B subunit of V-ATPase,V-ATPase B-subunit,Vacuolar H[+]-ATPase 55kD B subunit,Vacuolar H[+]-ATPase 55-kDa B subunit,V-ATPase subunit B,B subunit,VAT-2,V-ATPase,CG17369,1208/13,vha55,l(3)87Ca,l(3)SzA,ATP6V1B1,SzA,l(3)j2E9,
FBgn0038377	CG9632,,,BcDNA:AT06908,NEST:bs19g07,bs19g07.y1,
FBgn0033903	CG8323,
FBgn0035642	CG18586,
FBgn0261973	snoRNA:Or-CD9a,,small non-messenger RNA 60Ca,snoRNA:Or-cd9a,DmOr_cd9a,snm60,CR42804,DmOrC/D_9a,DmOr_cd9a snoRNA,CR34566,Dmsnm60a,snoRNA:Or-cd9a,orphan CD9a,snmRNA:60Ca,CR34156,Snm60a,
FBgn0036224	Rpt4R,Regulatory particle triple-A ATPase 4-related,,7257,CG7257,DmCG7257,Dm_Rpt4c,
FBgn0262181	mir-972,mir-972 stem loop,,miR-972,CR42888,dme-mir-972,
FBgn0029506	Tsp42Ee,Tetraspanin 42Ee,tetraspanin 42E,Tetraspanin,CG10106,BcDNA:LD16071,anon-WO0118547.151,Dm.Tsp42Ee,
FBgn0015524	otp,orthopedia,Orthopedia,Otp,BcDNA:RE58095,bk24,CG2965,CG10036,w26,W26,
FBgn0024249	cato,cousin of atonal,Drosophila atonal homologue,bHLHa12,CG7760,DATH-B,Cato,
FBgn0052330	tRNA:Glu-CTC-3-1,transfer RNA:Glutamic acid-CTC 3-1,transfer RNA:CR32330,CR32330,AE002584.trna3-GluCTC,tRNA:E:CTC:AE002584-a,tRNA-Glu-CTC-3-1,chr3L.trna3-GluCTC,tRNA:CR32330,CR32330,GAG,
FBgn0022213	Cas,CAS/CSE1 segregation protein,Importin-alpha re-exporter,CAS,CG13281,cas,BcDNA:LD14270,Dcas,l(2)k03902,dcas,
FBgn0035083	Tina-1,Troponin C-akin-1,,CG2803,BEST:GM14784,
FBgn0031149	CG1518,,,STT,
FBgn0011932	tRNA:Asn-GTT-1-5,transfer RNA:Asparagine-GTT 1-5,transfer RNA:asn5:42Ab,asn-tRNA,CR30308,tRNA:asn5:42Ab,CR30511,tRNA:N5:42Ab,AAC,tRNA-Asn-GTT-1-5,chr2R.trna4-AsnGTT,
FBgn0035877	CG7083,
FBgn0036481	CG16959,,,CT21630,
FBgn0050389	CG30389,,,CG4126,BcDNA:AT02070,CG10518,
FBgn0259238	CG42336,,CG13210,CG13211,CG13210,CG13211,BcDNA:AT13707,
FBgn0087041	CG42231,
FBgn0032421	crok,crooked,crooked,crok,BcDNA:RE65321,CG17218,
FBgn0265151	CR44220,
FBgn0033897	Rcd1,Reduction in Cnn dots 1,non-specific lethal 3,CG8233,Reduction in Cnn Dots 1,CG8233,cg8233,NSL3,Rcd1,Nsl3,
FBgn0000180	bib,big brain,Big brain,l(2)neo91,BIB_DROME,CG4722,m-bib,l(2)neo66,Bib,EP(2)2278,
FBgn0263542	mir-4954,mir-4954 stem loop,,dme-mir-4954,CR43527,
FBgn0036556	CG5830,,,24664944,
FBgn0265903	CR44692,
FBgn0262384	mir-1014,mir-1014 stem loop,,dme-mir-1014,CR42909,miR-1014,
FBgn0029608	CG3091,
FBgn0265907	CR44696,
FBgn0051807	CG31807,
FBgn0025740	PlexB,Plexin B,plexinB,plexin-B,Plexin-B,plexin,plexin and met-hepatocyte growth factor receptor-like,plexin B,PlexB,plexB,PLEXB,Plex B,CG17245,plex,plex B,
FBgn0264881	CG44072,
FBgn0036575	CG5157,
FBgn0033579	CG13229,,,anon-WO0170980.142,Dm CG13229,anon-WO0170980.143,
FBgn0086024	snoRNA:Me28S-A2589b,,,Me28S-Am2589b,CR34653,
FBgn0035287	CG13937,,,d4ST2,
FBgn0039223	CG5805,
FBgn0033412	CG13955,
FBgn0033997	Ir51a,Ionotropic receptor 51a,ionotropic receptor 51a,CR12953,DmelIR51a,CG12953,CR12953,IR51a,
FBgn0052846	CG32846,
FBgn0036198	crim,crimpled,crimpled,CG6038,Crim,crim,
FBgn0039523	CG12885,
FBgn0266448	CG45078,,,CG6544,
FBgn0034454	CG15120,
FBgn0028894	GMF,Glia maturation factor,glia-maturation factor,CG5869,dGMF,DS02740.9,BG:DS02740.9,BcDNA:SD03793,gmf,
FBgn0052150	CG32150,,,CG12712,CG15714,
FBgn0027654	jdp,jdp,,JDP,dJDP,p25a,CG2239,
FBgn0031407	CG4270,,,BcDNA:AT04879,
FBgn0265696	CR44503,
FBgn0262990	CR43298,,,lincRNA.943,
FBgn0030905	CG15059,
FBgn0039789	CG9717,
FBgn0025620	CG13360,,,EG:34F3.5,
FBgn0263707	CG43659,,,Dm_2R:85606,
FBgn0026059	Mhcl,Myosin heavy chain-like,Myosin-heavy-chain-like,myosin XVIII (PDZ),PDZ-myosin,myosin 18,myosin heavy chain,Myosin XVIII,DmPDZ,CG31045,CG10224,MHCL(PDZ),Myo7A,CG10218,
FBgn0028471	Nab2,Nuclear polyadenylated RNA-binding 2,,dNab2,CG5720,DnAB2,RE28534,BcDNA:LD27873,BEST:GH27517,clone 1.43,anon-EST:Liang-1.43,
FBgn0030314	CG11696,,,b,
FBgn0030206	CG2889,
FBgn0263072	CG43347,,,CG9817,BcDNA:RH11383,CG15295,
FBgn0004698	Xpc,Xeroderma pigmentosum, complementation group C,mus210,xeroderma pigmentosum group C complementing factor,mutagen-sensitive 210,Xeroderma pigmentosum group C-like,XPC[DM],mus(2)201,mus(2)201[GI],mus(2)201G1,DhR4,Xpcc,mus201[G1],mus210,Mus 210,DmXPC,DhXPC,Mus210,mus212,CG8153,
FBgn0036211	CG5946,
FBgn0051973	Cda5,Chitin deacetylase-like 5,CG31973,CG31973,CG2776,BcDNA:RH43162,DmCDA5,CG2761,
FBgn0035777	CG8563,
FBgn0026403	Ndg,Nidogen/entactin,Nidogen-like,nidogen/entactin,Nidogen,nidogen,CT32053,CG12908,ndg,BEST:CK00552,
FBgn0027889	ball,ballchen,triplet,nucleosomal histone kinase-1,Ballchen,nuclear histone kinase-1,NHK-1,NHK1,BALL,BcDNA:LD09009,Ball,trip,VRK,nhk-1,CG6386,
FBgn0265613	CR44431,
FBgn0030400	CG11138,,,BEST:RE18684,EP(X)1313,CG1855,RE18684,BcDNA:RE48052,
FBgn0000251	cad,caudal,Caudal,cd,CG1759,38E.19,Cad,S67,anon-WO2004063362.83,CAD,
FBgn0083988	snoRNA:Me28S-C3420a,snoRNA:Me28S-C3420a,,Me28S-C3420a,CR34152,
FBgn0024986	CG3719,,thioredoxin,EG:132E8.3,BcDNA:LD03613,
FBgn0041721	snRNA:U12:73B,snRNA:U12:73B,,73B U12,U12,anon-WO0172774.79,U12:73B,CR32162,dU12,
FBgn0036239	Pop2,Pop2,,Caf1,POP2,CG5684,CAF1,pop2,
FBgn0033117	CG3358,
FBgn0037475	Fer1,48 related 1,,CG33323,CG14611,BcDNA:RH30329,CG10066,bHLHa30,fer1,
FBgn0016122	Acer,Angiotensin-converting enzyme-related,angiotensin-converting enzyme-related,l(2)k07704,ACER,acer,CG10593,ACE,
